GENE_ID,Start,End,Strand,Length
Rv2279,2550388,2551326,+,938
Rv2280,2551560,2552939,+,1379
Rv2281,2553173,2554831,+,1658
Rv2282c,2554938,2555876,-,938
Rv2283,2555941,2556135,+,194
Rv2284,2556145,2557440,+,1295
Rv2285,2557473,2558810,+,1337
Rv2286c,2558877,2559569,-,692
Rv2287,2559703,2561331,+,1628
Rv2288,2561328,2561705,+,377
Rv2289,2561675,2562457,+,782
Rv2290,2562599,2563114,+,515
Rv2291,2563174,2564028,+,854
Rv2292c,2564029,2564253,-,224
Rv2293c,2564292,2565032,-,740
Rv2294,2565327,2566550,+,1223
Rv2295,2566772,2567410,+,638
Rv2296,2567504,2568406,+,902
Rv2297,2568438,2568890,+,452
Rv2298,2569082,2570053,+,971
Rv2299c,2570059,2572002,-,1943
Rv2300c,2572076,2573008,-,932
Rv2301,2573015,2573707,+,692
Rv2302,2573813,2574055,+,242
Rv2303c,2574096,2575019,-,923
Rv2304c,2575016,2575225,-,209
Rv2305,2575809,2577098,+,1289
Rv2306A,2577108,2577701,+,593
Rv2306B,2577488,2577922,+,434
Rv2307A,2579228,2579419,-,191
Rv2307B,2579504,2579935,-,431
Rv2307c,2577851,2578696,-,845
Rv2307D,2580028,2580210,-,182
Rv2308,2580419,2581135,+,716
Rv2309A,2583045,2583332,+,287
Rv2309c,2581843,2582298,-,455
Rv2310,2583435,2583779,+,344
Rv2311,2583884,2584408,+,524
Rv2312,2584486,2584755,+,269
Rv2313c,2585052,2585906,-,854
Rv2314c,2585917,2587290,-,1373
Rv2315c,2587287,2588804,-,1517
Rv2316,2588838,2589710,+,872
Rv2317,2589697,2590521,+,824
Rv2318,2590518,2591840,+,1322
Rv2319c,2591848,2592726,-,878
Rv2320c,2592723,2594153,-,1430
Rv2321c,2594154,2594699,-,545
Rv2322c,2594699,2595364,-,665
Rv2323c,2595361,2596269,-,908
Rv2324,2596334,2596780,+,446
Rv2325c,2597009,2597857,-,848
Rv2326c,2597854,2599947,-,2093
Rv2327,2599988,2600479,+,491
Rv2328,2600731,2601879,+,1148
Rv2329c,2601914,2603461,-,1547
Rv2330c,2603695,2604222,-,527
Rv2331,2604297,2604683,+,386
Rv2331A,2604740,2605078,+,338
Rv2332,2605108,2606754,+,1646
Rv2333c,2606708,2608321,-,1613
Rv2334,2608796,2609728,+,932
Rv2335,2609732,2610421,+,689
Rv2336,2610837,2611805,+,968
Rv2337c,2611869,2612987,-,1118
Rv2338c,2613107,2614063,-,956
Rv2339,2614693,2617581,+,2888
Rv2340c,2617667,2618908,-,1241
Rv2341,2619597,2620016,+,419
Rv2342,2620272,2620529,+,257
Rv2343c,2620533,2622452,-,1919
Rv2344c,2622457,2623752,-,1295
Rv2345,2623821,2625803,+,1982
Rv2346c,2625888,2626172,-,284
Rv2347c,2626223,2626519,-,296
Rv2348c,2626654,2626980,-,326
Rv2349c,2627172,2628698,-,1526
Rv2350c,2628781,2630319,-,1538
Rv2351c,2630537,2632075,-,1538
Rv2352c,2632923,2634098,-,1175
Rv2353c,2634528,2635592,-,1064
Rv2354,2635628,2635954,+,326
Rv2355,2635951,2636889,+,938
Rv2356c,2637688,2639535,-,1847
Rv2357c,2639673,2641064,-,1391
Rv2358,2641246,2641653,+,407
Rv2359,2641650,2642042,+,392
Rv2360c,2642150,2642578,-,428
Rv2361c,2642578,2643468,-,890
Rv2362c,2643461,2644258,-,797
Rv2363,2644320,2645774,+,1454
Rv2364c,2645771,2646673,-,902
Rv2365c,2646747,2647088,-,341
Rv2366c,2647060,2648367,-,1307
Rv2367c,2648364,2648912,-,548
Rv2368c,2648916,2649974,-,1058
Rv2369c,2649946,2650248,-,302
Rv2370c,2650245,2651558,-,1313
Rv2371,2651753,2651938,+,185
Rv2372c,2652037,2652825,-,788
Rv2373c,2652839,2653987,-,1148
Rv2374c,2654062,2655093,-,1031
Rv2375,2655265,2655582,+,317
Rv2376c,2655609,2656115,-,506
Rv2377c,2656215,2656430,-,215
Rv2378c,2656408,2657703,-,1295
Rv2379c,2657700,2662085,-,4385
Rv2380c,2662067,2667115,-,5048
Rv2381c,2667255,2670269,-,3014
Rv2382c,2670269,2671603,-,1334
Rv2383c,2671593,2675837,-,4244
Rv2384,2675936,2677633,+,1697
Rv2385,2677729,2678649,+,920
Rv2386c,2678653,2680005,-,1352
Rv2387,2680765,2682018,+,1253
Rv2388c,2682015,2683142,-,1127
Rv2389c,2683248,2683712,-,464
Rv2390c,2683709,2684266,-,557
Rv2391,2684679,2686370,+,1691
Rv2392,2686367,2687131,+,764
Rv2393,2687128,2687973,+,845
Rv2394,2688010,2689941,+,1931
Rv2395,2690072,2692075,+,2003
Rv2396,2692799,2693884,+,1085
Rv2397c,2693909,2694964,-,1055
Rv2398c,2694981,2695799,-,818
Rv2399c,2695796,2696647,-,851
Rv2400c,2696644,2697714,-,1070
Rv2401,2697728,2698057,+,329
Rv2401A,2698042,2698245,-,203
Rv2402,2698529,2700457,+,1928
Rv2403c,2700535,2701290,-,755
Rv2404c,2701287,2703248,-,1961
Rv2405,2703269,2703838,+,569
Rv2406c,2704009,2704437,-,428
Rv2407,2704697,2705518,+,821
Rv2408,2706017,2706736,+,719
Rv2409c,2706494,2707333,-,839
Rv2410c,2707333,2708310,-,977
Rv2411c,2708310,2709965,-,1655
Rv2412,2710075,2710335,+,260
Rv2413c,2710351,2711301,-,950
Rv2414c,2711332,2712876,-,1544
Rv2415c,2712891,2713784,-,893
Rv2416c,2714124,2715332,-,1208
Rv2417c,2715472,2716314,-,842
Rv2418c,2716395,2717138,-,743
Rv2419c,2717128,2717799,-,671
Rv2420c,2717796,2718176,-,380
Rv2421c,2718173,2718808,-,635
Rv2422,2719083,2719355,+,272
Rv2423,2719597,2720643,+,1046
Rv2424c,2720776,2721777,-,1001
Rv2425c,2721866,2723308,-,1442
Rv2426c,2723308,2724183,-,875
Rv2427Ac,2725571,2726087,-,516
Rv2427c,2724230,2725477,-,1247
Rv2428,2726193,2726780,+,587
Rv2429,2726806,2727339,+,533
Rv2430c,2727336,2727920,-,584
Rv2431c,2727967,2728266,-,299
Rv2432c,2728437,2728847,-,410
Rv2433c,2728844,2729134,-,290
Rv2434c,2729115,2730560,-,1445
Rv2435c,2730557,2732749,-,2192
Rv2436,2733230,2734144,+,914
Rv2437,2734376,2734795,+,419
Rv2438A,2736709,2736987,+,278
Rv2438c,2734792,2736831,-,2039
Rv2439c,2737117,2738247,-,1130
Rv2440c,2738247,2739686,-,1439
Rv2441c,2739772,2740032,-,260
Rv2442c,2740047,2740361,-,314
Rv2443,2740709,2742184,+,1475
Rv2444c,2742123,2744984,-,2861
Rv2445c,2745314,2745724,-,410
Rv2446c,2745767,2746138,-,371
Rv2447c,2746135,2747598,-,1463
Rv2448c,2747595,2750225,-,2630
Rv2449c,2750313,2751572,-,1259
Rv2450c,2751662,2752180,-,518
Rv2451,2752262,2752660,+,398
Rv2452c,2752848,2752994,-,146
Rv2453c,2753018,2753623,-,605
Rv2454c,2753625,2754746,-,1121
Rv2455c,2754743,2756704,-,1961
Rv2456c,2756936,2758192,-,1256
Rv2457c,2758208,2759488,-,1280
Rv2458,2759779,2760687,+,908
Rv2459,2760854,2762380,+,1526
Rv2460c,2762531,2763175,-,644
Rv2461c,2763172,2763774,-,602
Rv2462c,2763891,2765291,-,1400
Rv2463,2765655,2766839,+,1184
Rv2464c,2766859,2767665,-,806
Rv2465c,2767671,2768159,-,488
Rv2466c,2768261,2768884,-,623
Rv2467,2768986,2771571,+,2585
Rv2468c,2771644,2772147,-,503
Rv2469c,2772367,2773035,-,668
Rv2470,2773178,2773564,+,386
Rv2471,2773564,2775204,+,1640
Rv2472,2775272,2775565,+,293
Rv2473,2775568,2776284,+,716
Rv2474c,2776316,2776969,-,653
Rv2475c,2776975,2777391,-,416
Rv2476c,2777388,2782262,-,4874
Rv2477c,2782366,2784042,-,1676
Rv2478c,2784123,2784608,-,485
Rv2479c,2784657,2785697,-,1040
Rv2480c,2785592,2785918,-,326
Rv2481c,2786575,2786898,-,323
Rv2482c,2786914,2789283,-,2369
Rv2483c,2789280,2791022,-,1742
Rv2484c,2791019,2792494,-,1475
Rv2485c,2792723,2793988,-,1265
Rv2486,2794350,2795120,+,770
Rv2487c,2795301,2797385,-,2084
Rv2488c,2797467,2800880,-,3413
Rv2489c,2800846,2801145,-,299
Rv2490c,2801254,2806236,-,4982
Rv2491,2806665,2807288,+,623
Rv2492,2807278,2808030,+,752
Rv2493,2808083,2808304,+,221
Rv2494,2808310,2808735,+,425
Rv2495c,2808758,2809939,-,1181
Rv2496c,2809936,2810982,-,1046
Rv2497c,2810993,2812096,-,1103
Rv2498c,2812355,2813176,-,821
Rv2499c,2813173,2813730,-,557
Rv2500c,2813727,2814911,-,1184
Rv2501c,2814916,2816880,-,1964
Rv2502c,2816885,2818474,-,1589
Rv2503c,2818471,2819127,-,656
Rv2504c,2819124,2819870,-,746
Rv2505c,2819953,2821596,-,1643
Rv2506,2821712,2822359,+,647
Rv2507,2822438,2823259,+,821
Rv2508c,2823256,2824593,-,1337
Rv2509,2824678,2825484,+,806
Rv2510c,2825488,2827089,-,1601
Rv2511,2827157,2827804,+,647
Rv2512c,2828556,2829803,-,1247
Rv2513,2830161,2830583,+,422
Rv2514c,2830877,2831338,-,461
Rv2515c,2831344,2832591,-,1247
Rv2516c,2832710,2833513,-,803
Rv2517c,2833510,2833761,-,251
Rv2518c,2834109,2835335,-,1226
Rv2519,2835785,2837263,+,1478
Rv2520c,2837388,2837615,-,227
Rv2521,2837684,2838157,+,473
Rv2522c,2838129,2839541,-,1412
Rv2523c,2839538,2839930,-,392
Rv2524c,2840123,2849332,-,9209
Rv2525c,2849852,2850574,-,722
Rv2526,2851091,2851318,+,227
Rv2527,2851315,2851716,+,401
Rv2528c,2851751,2852671,-,920
Rv2529,2852875,2854266,+,1391
Rv2530A,2854683,2854907,-,224
Rv2530c,2854267,2854686,-,419
Rv2531c,2854938,2857781,-,2843
Rv2532c,2857853,2858254,-,401
Rv2533c,2858254,2858724,-,470
Rv2534c,2858727,2859290,-,563
Rv2535c,2859300,2860418,-,1118
Rv2536,2860452,2861144,+,692
Rv2537c,2861148,2861591,-,443
Rv2538c,2861588,2862676,-,1088
Rv2539c,2862673,2863203,-,530
Rv2540c,2863207,2864412,-,1205
Rv2541,2864427,2864834,+,407
Rv2542,2865130,2866341,+,1211
Rv2543,2866468,2867127,+,659
Rv2544,2867124,2867786,+,662
Rv2545,2867783,2868061,+,278
Rv2546,2868154,2868567,+,413
Rv2547,2868606,2868863,+,257
Rv2548,2868860,2869237,+,377
Rv2549c,2869727,2870122,-,395
Rv2550c,2870119,2870364,-,245
Rv2551c,2870775,2871194,-,419
Rv2552c,2871206,2872015,-,809
Rv2553c,2872012,2873265,-,1253
Rv2554c,2873258,2873770,-,512
Rv2555c,2873771,2876485,-,2714
Rv2556c,2876576,2876965,-,389
Rv2557,2877072,2877746,+,674
Rv2558,2877831,2878541,+,710
Rv2559c,2878571,2879929,-,1358
Rv2560,2880075,2881052,+,977
Rv2561,2881409,2881702,+,293
Rv2562,2881758,2882147,+,389
Rv2563,2882290,2883339,+,1049
Rv2564,2883342,2884334,+,992
Rv2565,2884611,2886362,+,1751
Rv2566,2886373,2889795,+,3422
Rv2567,2889795,2892449,+,2654
Rv2568c,2892446,2893471,-,1025
Rv2569c,2893464,2894408,-,944
Rv2570,2894512,2894901,+,389
Rv2571c,2894893,2895960,-,1067
Rv2572c,2896013,2897803,-,1790
Rv2573,2897956,2898783,+,827
Rv2574,2898806,2899309,+,503
Rv2575,2899339,2900220,+,881
Rv2576c,2900226,2900690,-,464
Rv2577,2900918,2902507,+,1589
Rv2578c,2902509,2903531,-,1022
Rv2579,2903639,2904541,+,902
Rv2580c,2904821,2906092,-,1271
Rv2581c,2906089,2906763,-,674
Rv2582,2906814,2907740,+,926
Rv2583c,2907826,2910198,-,2372
Rv2584c,2910229,2910900,-,671
Rv2585c,2911004,2912677,-,1673
Rv2586c,2912683,2914011,-,1328
Rv2587c,2914015,2915736,-,1721
Rv2588c,2915846,2916193,-,347
Rv2589,2916360,2917709,+,1349
Rv2590,2917871,2921377,+,3506
Rv2591,2921551,2923182,+,1631
Rv2592c,2923199,2924233,-,1034
Rv2593c,2924230,2924820,-,590
Rv2594c,2924817,2925383,-,566
Rv2595,2925492,2925737,+,245
Rv2596,2925734,2926138,+,404
Rv2597,2926355,2926975,+,620
Rv2598,2926986,2927480,+,494
Rv2599,2927477,2927908,+,431
Rv2600,2927990,2928391,+,401
Rv2601,2928388,2929959,+,1571
Rv2601A,2930070,2930357,+,287
Rv2602,2930344,2930784,+,440
Rv2603c,2930805,2931560,-,755
Rv2604c,2931693,2932289,-,596
Rv2605c,2932297,2933142,-,845
Rv2606c,2933171,2934070,-,899
Rv2607,2934198,2934872,+,674
Rv2608,2935046,2936788,+,1742
Rv2609c,2936810,2937865,-,1055
Rv2610c,2937865,2939001,-,1136
Rv2611c,2939012,2939962,-,950
Rv2612c,2939959,2940612,-,653
Rv2613c,2940609,2941196,-,587
Rv2614A,2943376,2943603,+,227
Rv2614c,2941189,2943267,-,2078
Rv2615c,2943600,2944985,-,1385
Rv2616,2945330,2945830,+,500
Rv2617c,2945847,2946287,-,440
Rv2618,2946434,2947111,+,677
Rv2619c,2947096,2947449,-,353
Rv2620c,2947462,2947887,-,425
Rv2621c,2947884,2948558,-,674
Rv2622,2948636,2949457,+,821
Rv2623,2949593,2950486,+,893
Rv2624c,2950489,2951307,-,818
Rv2625c,2951322,2952503,-,1181
Rv2626c,2952562,2952993,-,431
Rv2627c,2953507,2954748,-,1241
Rv2628,2955058,2955420,+,362
Rv2629,2955767,2956891,+,1124
Rv2630,2956893,2957432,+,539
Rv2631,2957572,2958870,+,1298
Rv2632c,2958909,2959190,-,281
Rv2633c,2959335,2959820,-,485
Rv2634c,2960105,2962441,-,2336
Rv2635,2962470,2962712,+,242
Rv2636,2962713,2963390,+,677
Rv2637,2963586,2964242,+,656
Rv2638,2964405,2964851,+,446
Rv2639c,2965026,2965358,-,332
Rv2640c,2965478,2965837,-,359
Rv2641,2965939,2966397,+,458
Rv2642,2966533,2966913,+,380
Rv2643,2966910,2968406,+,1496
Rv2644c,2968533,2968850,-,317
Rv2645,2970123,2970554,+,431
Rv2646,2970551,2971549,+,998
Rv2647,2971659,2972027,+,368
Rv2648,2972160,2972486,+,326
Rv2649,2972435,2973421,+,986
Rv2650c,2973795,2975234,-,1439
Rv2651c,2975242,2975775,-,533
Rv2652c,2975928,2976554,-,626
Rv2653c,2976586,2976909,-,323
Rv2654c,2976989,2977234,-,245
Rv2655c,2977231,2978658,-,1427
Rv2656c,2978660,2979052,-,392
Rv2657c,2979049,2979309,-,260
Rv2658c,2979326,2979688,-,362
Rv2659c,2979691,2980818,-,1127
Rv2660c,2980963,2981190,-,227
Rv2661c,2981187,2981576,-,389
Rv2662,2981482,2981754,+,272
Rv2663,2981853,2982086,+,233
Rv2664,2982097,2982351,+,254
Rv2665,2982699,2982980,+,281
Rv2666,2983071,2983874,+,803
Rv2667,2983896,2984654,+,758
Rv2668,2984733,2985254,+,521
Rv2669,2985283,2985753,+,470
Rv2670c,2985731,2986840,-,1109
Rv2671,2986839,2987615,+,776
Rv2672,2987682,2989268,+,1586
Rv2673,2989291,2990592,+,1301
Rv2674,2990706,2991116,+,410
Rv2675c,2991184,2991936,-,752
Rv2676c,2991933,2992628,-,695
Rv2677c,2992634,2993992,-,1358
Rv2678c,2993989,2995062,-,1073
Rv2679,2995115,2995945,+,830
Rv2680,2996105,2996737,+,632
Rv2681,2996739,2998055,+,1316
Rv2682c,2998052,2999968,-,1916
Rv2683,3000112,3000609,+,497
Rv2684,3000614,3001903,+,1289
Rv2685,3001983,3003269,+,1286
Rv2686c,3003280,3004038,-,758
Rv2687c,3004035,3004748,-,713
Rv2688c,3004745,3005650,-,905
Rv2689c,3005845,3007062,-,1217
Rv2690c,3007236,3009209,-,1973
Rv2691,3009344,3010027,+,683
Rv2692,3010024,3010686,+,662
Rv2693c,3010697,3011368,-,671
Rv2694c,3011399,3011767,-,368
Rv2695,3011952,3011969,+,17
Rv2696c,3012829,3013608,-,779
Rv2697c,3013683,3014147,-,464
Rv2698,3014173,3014658,+,485
Rv2699c,3014663,3014965,-,302
Rv2700,3015203,3015853,+,650
Rv2701c,3015863,3016735,-,872
Rv2702,3016858,3017655,+,797
Rv2703,3017835,3019421,+,1586
Rv2704,3019458,3019886,+,428
Rv2705c,3019814,3020203,-,389
Rv2706c,3020200,3020457,-,257
Rv2707,3020573,3021547,+,974
Rv2708c,3021548,3021796,-,248
Rv2709,3021839,3022285,+,446
Rv2710,3022461,3023432,+,971
Rv2711,3023565,3024257,+,692
Rv2712c,3024270,3025328,-,1058
Rv2713,3025441,3026847,+,1406
Rv2714,3027065,3028039,+,974
Rv2715,3028098,3029123,+,1025
Rv2716,3029172,3029858,+,686
Rv2717c,3029867,3030361,-,494
Rv2718c,3030413,3030877,-,464
Rv2719c,3031040,3031537,-,497
Rv2720,3031845,3032498,+,653
Rv2721c,3032520,3034619,-,2099
Rv2722,3034635,3034883,+,248
Rv2723,3034909,3036102,+,1193
Rv2724c,3036131,3037291,-,1160
Rv2725c,3037427,3038914,-,1487
Rv2726c,3038931,3039800,-,869
Rv2727c,3039825,3040769,-,944
Rv2728c,3040766,3041461,-,695
Rv2729c,3041570,3042475,-,905
Rv2730,3042542,3043018,+,476
Rv2731,3043026,3044378,+,1352
Rv2732c,3044375,3044989,-,614
Rv2733c,3044986,3046524,-,1538
Rv2734,3046821,3047675,+,854
Rv2735c,3047560,3048552,-,992
Rv2736c,3048562,3049086,-,524
Rv2737A,3051619,3051792,+,173
Rv2737c,3049052,3051424,-,2372
Rv2738c,3051806,3052012,-,206
Rv2739c,3052023,3053189,-,1166
Rv2740,3053233,3053682,+,449
Rv2741,3053914,3055491,+,1577
Rv2742c,3055515,3056348,-,833
Rv2743c,3056420,3057232,-,812
Rv2744c,3057251,3058063,-,812
Rv2745c,3058193,3058531,-,338
Rv2746c,3058602,3059231,-,629
Rv2747,3059262,3059786,+,524
Rv2748c,3059855,3062506,-,2651
Rv2749,3062505,3062819,+,314
Rv2750,3062816,3063634,+,818
Rv2751,3063638,3064528,+,890
Rv2752c,3064515,3066191,-,1676
Rv2753c,3066222,3067124,-,902
Rv2754c,3067193,3067945,-,752
Rv2755c,3068189,3068464,-,275
Rv2756c,3068461,3070083,-,1622
Rv2757c,3070170,3070586,-,416
Rv2758c,3070583,3070849,-,266
Rv2759c,3070875,3071270,-,395
Rv2760c,3071267,3071536,-,269
Rv2761c,3071546,3072640,-,1094
Rv2762c,3072637,3073056,-,419
Rv2763c,3073130,3073609,-,479
Rv2764c,3073680,3074471,-,791
Rv2765,3074636,3075373,+,737
Rv2766c,3075588,3076370,-,782
Rv2767c,3076367,3076720,-,353
Rv2768c,3076894,3078078,-,1184
Rv2769c,3078158,3078985,-,827
Rv2770c,3079309,3080457,-,1148
Rv2771c,3080581,3081033,-,452
Rv2772c,3081119,3081592,-,473
Rv2773c,3081604,3082341,-,737
Rv2774c,3082352,3082756,-,404
Rv2775,3082909,3083370,+,461
Rv2776c,3083374,3084303,-,929
Rv2777c,3084485,3085555,-,1070
Rv2778c,3085713,3086183,-,470
Rv2779c,3086215,3086754,-,539
Rv2780,3086820,3087935,+,1115
Rv2781c,3087950,3088984,-,1034
Rv2782c,3089045,3090361,-,1316
Rv2783c,3090339,3092597,-,2258
Rv2784c,3092951,3093466,-,515
Rv2785c,3093479,3093748,-,269
Rv2786c,3093905,3094900,-,995
Rv2787,3096089,3096112,+,23
Rv2788,3096959,3097645,+,686
Rv2789c,3097706,3098938,-,1232
Rv2790c,3098964,3100169,-,1205
Rv2791c,3100202,3101581,-,1379
Rv2792c,3101581,3102162,-,581
Rv2793c,3102364,3103260,-,896
Rv2794c,3103257,3103940,-,683
Rv2795c,3103937,3104911,-,974
Rv2796c,3105056,3105619,-,563
Rv2797c,3105619,3107307,-,1688
Rv2798c,3107311,3107637,-,326
Rv2799,3107768,3108397,+,629
Rv2800,3108416,3110065,+,1649
Rv2801c,3110167,3110523,-,356
Rv2802c,3110780,3111823,-,1043
Rv2803,3111822,3112289,+,467
Rv2804c,3112465,3113094,-,629
Rv2805,3112867,3113271,+,404
Rv2806,3113268,3113459,+,191
Rv2807,3113658,3114812,+,1154
Rv2808,3115046,3115303,+,257
Rv2809,3115408,3115719,+,311
Rv2810c,3115741,3116142,-,401
Rv2811,3116139,3116747,+,608
Rv2812,3116818,3118227,+,1409
Rv2813,3118224,3119036,+,812
Rv2814c,3120566,3121504,-,938
Rv2815c,3121501,3121827,-,326
Rv2816c,3123625,3123966,-,341
Rv2817c,3123967,3124983,-,1016
Rv2818c,3124996,3126144,-,1148
Rv2819c,3126240,3127367,-,1127
Rv2820c,3127364,3128272,-,908
Rv2821c,3128253,3128963,-,710
Rv2822c,3128973,3129347,-,374
Rv2823c,3129344,3131773,-,2429
Rv2824c,3131770,3132714,-,944
Rv2825c,3132892,3133539,-,647
Rv2826c,3133709,3134593,-,884
Rv2827c,3134596,3135483,-,887
Rv2828c,3135788,3136333,-,545
Rv2829c,3136620,3137012,-,392
Rv2830c,3137009,3137224,-,215
Rv2831,3137271,3138020,+,749
Rv2832c,3138099,3139181,-,1082
Rv2833c,3139174,3140484,-,1310
Rv2834c,3140487,3141314,-,827
Rv2835c,3141311,3142222,-,911
Rv2836c,3142309,3143628,-,1319
Rv2837c,3143635,3144645,-,1010
Rv2838c,3144620,3145171,-,551
Rv2839c,3145171,3147873,-,2702
Rv2840c,3147959,3148258,-,299
Rv2841c,3148385,3149428,-,1043
Rv2842c,3149425,3149976,-,551
Rv2843,3150171,3150716,+,545
Rv2844,3150713,3151201,+,488
Rv2845c,3151202,3152950,-,1748
Rv2846c,3153039,3154631,-,1592
Rv2847c,3154654,3155871,-,1217
Rv2848c,3156148,3157521,-,1373
Rv2849c,3157521,3158144,-,623
Rv2850c,3158165,3160054,-,1889
Rv2851c,3160051,3160521,-,470
Rv2852c,3160580,3162061,-,1481
Rv2853,3162268,3164115,+,1847
Rv2854,3164152,3165192,+,1040
Rv2855,3165205,3166584,+,1379
Rv2856,3166684,3167802,+,1118
Rv2857c,3168583,3169359,-,776
Rv2858c,3169356,3170723,-,1367
Rv2859c,3170720,3171646,-,926
Rv2860c,3171627,3173000,-,1373
Rv2861c,3173160,3174017,-,857
Rv2862c,3174059,3174643,-,584
Rv2863,3174992,3175372,+,380
Rv2864c,3175454,3177265,-,1811
Rv2865,3177537,3177818,+,281
Rv2866,3177822,3178085,+,263
Rv2867c,3178458,3179312,-,854
Rv2868c,3179368,3180531,-,1163
Rv2869c,3180548,3181762,-,1214
Rv2870c,3181770,3183011,-,1241
Rv2871,3183138,3183395,+,257
Rv2872,3183382,3183825,+,443
Rv2873,3183905,3184567,+,662
Rv2874,3184847,3186934,+,2087
Rv2875,3187030,3187611,+,581
Rv2876,3187663,3187977,+,314
Rv2877c,3188008,3188871,-,863
Rv2878c,3188876,3189397,-,521
Rv2879c,3189583,3190152,-,569
Rv2880c,3189851,3190678,-,827
Rv2881c,3190701,3191621,-,920
Rv2882c,3191644,3192201,-,557
Rv2883c,3192373,3193158,-,785
Rv2884,3193393,3194151,+,758
Rv2885c,3194166,3195548,-,1382
Rv2886c,3195545,3196432,-,887
Rv2887,3196431,3196850,+,419
Rv2888c,3196864,3198285,-,1421
Rv2889c,3198292,3199107,-,815
Rv2890c,3199119,3199982,-,863
Rv2891,3200266,3201015,+,749
Rv2892c,3200794,3202020,-,1226
Rv2893,3202420,3203397,+,977
Rv2894c,3203394,3204290,-,896
Rv2895c,3204381,3205232,-,851
Rv2896c,3205265,3206434,-,1169
Rv2897c,3206431,3207942,-,1511
Rv2898c,3207942,3208328,-,386
Rv2899c,3208576,3209406,-,830
Rv2900c,3209406,3211745,-,2339
Rv2901c,3211803,3212108,-,305
Rv2902c,3212162,3212956,-,794
Rv2903c,3212970,3213854,-,884
Rv2904c,3213912,3214253,-,341
Rv2905,3214628,3215572,+,944
Rv2906c,3215665,3216357,-,692
Rv2907c,3216361,3216891,-,530
Rv2908c,3216905,3217147,-,242
Rv2909c,3217155,3217643,-,488
Rv2910c,3217827,3218270,-,443
Rv2911,3218339,3219214,+,875
Rv2912c,3219274,3219861,-,587
Rv2913c,3219863,3221698,-,1835
Rv2914c,3221767,3223524,-,1757
Rv2915c,3223568,3224680,-,1112
Rv2916c,3224708,3226285,-,1577
Rv2917,3226363,3228243,+,1880
Rv2918c,3228254,3230680,-,2426
Rv2919c,3230738,3231076,-,338
Rv2920c,3231073,3232506,-,1433
Rv2921c,3232871,3234139,-,1268
Rv2922A,3237818,3238099,-,281
Rv2922c,3234189,3237806,-,3617
Rv2923c,3238086,3238499,-,413
Rv2924c,3238601,3239470,-,869
Rv2925c,3239829,3240551,-,722
Rv2926c,3240548,3241171,-,623
Rv2927c,3241222,3241959,-,737
Rv2928,3242198,3242983,+,785
Rv2929,3242970,3243281,+,311
Rv2930,3243697,3245448,+,1751
Rv2931,3245445,3251075,+,5630
Rv2932,3251072,3255688,+,4616
Rv2933,3255685,3262251,+,6566
Rv2934,3262248,3267731,+,5483
Rv2935,3267737,3272203,+,4466
Rv2936,3272214,3273209,+,995
Rv2937,3273206,3274075,+,869
Rv2938,3274072,3274902,+,830
Rv2939,3274949,3276217,+,1268
Rv2940c,3276380,3282715,-,6335
Rv2941,3283335,3285077,+,1742
Rv2942,3285070,3287832,+,2762
Rv2943,3288464,3289705,+,1241
Rv2943A,3289705,3290235,+,530
Rv2944,3289790,3290506,+,716
Rv2945c,3290624,3291325,-,701
Rv2946c,3291503,3296353,-,4850
Rv2947c,3296350,3297840,-,1490
Rv2948c,3297837,3299954,-,2117
Rv2949c,3299971,3300570,-,599
Rv2950c,3300596,3302344,-,1748
Rv2951c,3303103,3304248,-,1145
Rv2952,3304441,3305253,+,812
Rv2953,3305279,3306535,+,1256
Rv2954c,3306666,3307391,-,725
Rv2955c,3307580,3308545,-,965
Rv2956,3308668,3309399,+,731
Rv2957,3309470,3310297,+,827
Rv2958c,3310714,3312000,-,1286
Rv2959c,3312101,3312838,-,737
Rv2960c,3312953,3313201,-,248
Rv2961,3313283,3313672,+,389
Rv2962c,3313773,3315122,-,1349
Rv2963,3315236,3316456,+,1220
Rv2964,3316529,3317461,+,932
Rv2965c,3318330,3318815,-,485
Rv2966c,3318901,3319467,-,566
Rv2967c,3319663,3323046,-,3383
Rv2968c,3323071,3323703,-,632
Rv2969c,3323709,3324476,-,767
Rv2970A,3325934,3326104,+,170
Rv2970c,3324573,3325703,-,1130
Rv2971,3326101,3326949,+,848
Rv2972c,3327023,3327736,-,713
Rv2973c,3327733,3329946,-,2213
Rv2974c,3329949,3331361,-,1412
Rv2975c,3331358,3331612,-,254
Rv2976c,3332071,3332754,-,683
Rv2977c,3332787,3333788,-,1001
Rv2978c,3333785,3335164,-,1379
Rv2979c,3335164,3335748,-,584
Rv2980,3335960,3336505,+,545
Rv2981c,3336796,3337917,-,1121
Rv2982c,3337995,3338999,-,1004
Rv2983,3339118,3339762,+,644
Rv2984,3339854,3342082,+,2228
Rv2985,3342165,3343118,+,953
Rv2986c,3343176,3343820,-,644
Rv2987c,3344033,3344629,-,596
Rv2988c,3344654,3346075,-,1421
Rv2989,3346147,3346848,+,701
Rv2990c,3346859,3347719,-,860
Rv2991,3347982,3348473,+,491
Rv2992c,3348805,3350277,-,1472
Rv2993c,3350274,3350993,-,719
Rv2994,3351269,3352606,+,1337
Rv2995c,3352458,3353468,-,1010
Rv2996c,3353483,3355069,-,1586
Rv2997,3355099,3356541,+,1442
